run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,event,final,instructions,cycles,trace_origin_records,trace_records_read,NL,M,callback_loads,callback_load_misses,P,Ipf,Q,U,L,pf_filled,pf_useless,pf_dropped,l2_sets,l2_ways,line_bytes,capacity_lines,capacity_bytes,occupancy_lines,occupancy_peak,fills_load,fills_rfo,fills_prefetch,fills_writeback,replacements,invalidations,line_lifetimes,line_lifetime_cycles,useful_line_lifetimes,useful_line_lifetime_cycles,prefetch_useful_lifetimes,prefetch_fill_to_first_demand_cycles,pq_occupancy,mshr_occupancy,cohort_enqueued,cohort_timely,cohort_late,cohort_unused,cohort_redundant_cache,cohort_redundant_inflight,cohort_pending,cohort_resident_unused,measurement_unresolved_lifecycles,measurement_unresolved_lifecycles_peak,decoder_dropped_addresses,eligible_l2_callbacks,inference_dropped,inference_macs,inference_nonlinears,inference_service_cycles,nn_admitted,nn_completed,numerical_failures,output_dropped_addresses,peak_input_queue,peak_output_queue,peak_state_entries,state_evictions,input_queue,output_queue,inference_inflight,state_entries,weight_bytes,h,macs_per_cycle,weight_bandwidth_bytes_per_cycle,state_entry_bytes,state_bytes_peak,state_bytes_configured,inference_scratch_bytes,active_event_metadata_bytes,decoded_result_bytes_configured,decoded_result_bytes_peak,input_queue_bytes_configured,output_queue_bytes_configured,input_queue_bytes_peak,output_queue_bytes_peak,eligible_callbacks,l2_capacity_lines,pf_requested,input_drops,pf_useful,admitted_decisions,l2_load_miss,output_drops,pf_issued,decoder_limit_drops,l2_loads,pq_merged_duplicate_proxy,pf_late,completed_decisions,inference_scratch_traffic_bytes,nn_started,peak_decoded_addresses
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,10900000.0,26750476.0,25000000,10900254,176007,36541,176007,36541,211835,211835,0,51667,3,52777.0,1054.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,36541,0,52777,0,85222,0,85222,90093249470,84168,89004485062,51667,107844042,0,0,211835,51667,3,1054,140727,18328,0,56,56,104,0,176007,0,321461368,13850144,0,176007,176007,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,176007.0,4096.0,211835.0,0.0,51667.0,176007.0,36541.0,0.0,211835.0,0.0,176007.0,0.0,3.0,176007.0,117728520,176007,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11000000.0,26993379.0,25000000,11000254,177613,36865,177613,36865,213767,213767,0,52141,3,53258.0,1054.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,36865,0,53258,0,86027,0,86027,90949834924,84973,89861070516,52141,108388586,0,0,213767,52141,3,1054,142015,18491,0,63,63,104,0,177613,0,324394376,13976498,0,177613,177613,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,177613.0,4096.0,213767.0,0.0,52141.0,177613.0,36865.0,0.0,213767.0,0.0,177613.0,0.0,3.0,177613.0,118802728,177613,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11100000.0,27238116.0,25000000,11100255,179240,37205,179240,37205,215713,215713,0,52606,3,53739.0,1072.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,37205,0,53739,0,86848,0,86848,91805683261,85776,90698805278,52606,108828014,0,0,215713,52606,3,1072,143308,18663,0,61,61,104,0,179240,0,327363168,14104217,0,179240,179240,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,179240.0,4096.0,215713.0,0.0,52606.0,179240.0,37205.0,0.0,215713.0,0.0,179240.0,0.0,3.0,179240.0,119890712,179240,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11200000.0,27482714.0,25000000,11200255,180848,37536,180848,37536,217645,217645,0,53078,3,54220.0,1084.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,37536,0,54220,0,87660,0,87660,92649977369,86576,91531871170,53078,109296504,0,0,217645,53078,3,1084,144592,18830,0,58,58,104,0,180848,0,330299280,14230667,0,180848,180848,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,180848.0,4096.0,217645.0,0.0,53078.0,180848.0,37536.0,0.0,217645.0,0.0,180848.0,0.0,3.0,180848.0,120966200,180848,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11300000.0,27729458.0,25000000,11300253,182449,37877,182449,37877,219585,219585,0,53542,3,54693.0,1091.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,37877,0,54693,0,88474,0,88474,93514983150,87383,92389840540,53542,109808199,0,0,219585,53542,3,1091,145896,18993,0,60,60,104,0,182449,0,333226352,14356985,0,182449,182449,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,182449.0,4096.0,219585.0,0.0,53542.0,182449.0,37877.0,0.0,219585.0,0.0,182449.0,0.0,3.0,182449.0,122037400,182449,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11400000.0,27979253.0,25000000,11400255,184077,38226,184077,38226,221529,221529,0,54009,3,55178.0,1101.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,38226,0,55178,0,89308,0,89308,94396207202,88207,93260848030,54009,110989912,0,0,221529,54009,3,1101,147182,19166,0,68,68,104,0,184077,0,336196240,14484701,0,184077,184077,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,184077.0,4096.0,221529.0,0.0,54009.0,184077.0,38226.0,0.0,221529.0,0.0,184077.0,0.0,3.0,184077.0,123125976,184077,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11500000.0,28234067.0,25000000,11500253,185683,38614,185683,38614,223417,223417,0,54461,3,55656.0,1115.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,38614,0,55656,0,90174,0,90174,95320125674,89059,94171485544,54461,111778026,0,0,223417,54461,3,1115,148416,19342,0,80,80,104,0,185683,0,339119216,14609933,0,185683,185683,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,185683.0,4096.0,223417.0,0.0,54461.0,185683.0,38614.0,0.0,223417.0,0.0,185683.0,0.0,3.0,185683.0,124199128,185683,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11600000.0,28505619.0,25000000,11600255,187343,39084,187343,39084,225259,225259,0,54896,3,56123.0,1124.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,39084,0,56123,0,91111,0,91111,96286560674,89987,95129235775,54896,113459510,0,1,225259,54896,3,1124,149614,19518,1,103,104,107,0,187343,0,342115512,14736584,0,187343,187343,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,187343.0,4096.0,225259.0,0.0,54896.0,187343.0,39084.0,0.0,225259.0,0.0,187343.0,0.0,3.0,187343.0,125305736,187343,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11700000.0,28749759.0,25000000,11700254,188955,39432,188955,39432,227179,227179,0,55362,3,56603.0,1133.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,39432,0,56603,0,91939,0,91939,97119870638,90806,95954666040,55362,113892065,0,1,227179,55362,3,1133,150882,19690,1,108,109,115,0,188955,0,345055096,14862920,0,188955,188955,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,188955.0,4096.0,227179.0,0.0,55362.0,188955.0,39432.0,0.0,227179.0,0.0,188955.0,0.0,3.0,188955.0,126383496,188955,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11800000.0,28992569.0,25000000,11800252,190553,39758,190553,39758,229105,229105,0,55836,3,57085.0,1152.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,39758,0,57085,0,92747,0,92747,97983399321,91595,96799888706,55836,114488299,0,0,229105,55836,3,1152,152162,19855,0,97,97,115,0,190553,0,347974320,14988737,0,190553,190553,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,190553.0,4096.0,229105.0,0.0,55836.0,190553.0,39758.0,0.0,229105.0,0.0,190553.0,0.0,3.0,190553.0,127452440,190553,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,11900000.0,29288308.0,25000000,11900253,192367,40403,192367,40403,231039,231039,0,56280,7,57582.0,1174.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,40403,0,57582,0,93889,0,93889,99141091165,92715,97936095315,56280,115459482,2,0,231039,56280,7,1174,153386,20062,2,128,130,131,0,192367,0,351230600,15125126,0,192367,192367,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,192367.0,4096.0,231039.0,0.0,56280.0,192367.0,40403.0,0.0,231039.0,0.0,192367.0,0.0,7.0,192367.0,128659816,192367,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12000000.0,29561392.0,25000000,12000252,194056,40906,194056,40906,232943,232943,0,56741,15,58089.0,1208.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,40906,0,58089,0,94899,0,94899,100137371033,93691,98900284077,56741,115934694,0,0,232943,56741,15,1208,154573,20266,0,140,140,149,0,194056,0,354286040,15254750,0,194056,194056,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,194056.0,4096.0,232943.0,0.0,56741.0,194056.0,40906.0,0.0,232943.0,0.0,194056.0,0.0,15.0,194056.0,129786472,194056,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12100000.0,29817655.0,25000000,12100253,195689,41308,195689,41308,234819,234819,0,57197,15,58559.0,1229.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,41308,0,58559,0,95771,0,95771,100993014213,94542,99737150413,57197,116727572,2,1,234819,57197,15,1229,155813,20429,3,133,136,149,0,195689,0,357248184,15380972,0,195689,195689,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,195689.0,4096.0,234819.0,0.0,57197.0,195689.0,41308.0,0.0,234819.0,0.0,195689.0,0.0,15.0,195689.0,130876616,195689,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12200000.0,30086233.0,25000000,12200253,197375,41761,197375,41761,236705,236705,0,57648,15,59031.0,1256.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,41761,0,59031,0,96696,0,96696,101890492112,95440,100612786493,57648,117389858,0,0,236705,57648,15,1256,157061,20598,0,127,127,149,0,197375,0,360294864,15509993,0,197375,197375,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,197375.0,4096.0,236705.0,0.0,57648.0,197375.0,41761.0,0.0,236705.0,0.0,197375.0,0.0,15.0,197375.0,132000920,197375,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12300000.0,30330362.0,25000000,12300255,198975,42091,198975,42091,238631,238631,0,58119,15,59512.0,1295.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,42091,0,59512,0,97507,0,97507,102698667225,96212,101385151680,58119,117868541,0,0,238631,58119,15,1295,158338,20766,0,98,98,149,0,198975,0,363217192,15635906,0,198975,198975,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,198975.0,4096.0,238631.0,0.0,58119.0,198975.0,42091.0,0.0,238631.0,0.0,198975.0,0.0,15.0,198975.0,133071144,198975,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12400000.0,30577931.0,25000000,12400253,200582,42447,200582,42447,240533,240533,0,58583,15,59986.0,1321.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,42447,0,59986,0,98337,0,98337,103558307869,97016,102218860225,58583,118336391,0,1,240533,58583,15,1321,159599,20932,1,82,83,149,0,200582,0,366144912,15761543,0,200582,200582,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,200582.0,4096.0,240533.0,0.0,58583.0,200582.0,42447.0,0.0,240533.0,0.0,200582.0,0.0,15.0,200582.0,134145272,200582,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12500000.0,30830790.0,25000000,12500253,202221,42817,202221,42817,242461,242461,0,59048,15,60469.0,1340.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,42817,0,60469,0,99190,0,99190,104483572328,97850,103092656507,59048,119094343,0,0,242461,59048,15,1340,160874,21103,0,81,81,149,0,202221,0,369128224,15889379,0,202221,202221,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,202221.0,4096.0,242461.0,0.0,59048.0,202221.0,42817.0,0.0,242461.0,0.0,202221.0,0.0,15.0,202221.0,135240504,202221,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12600000.0,31075226.0,25000000,12600251,203817,43145,203817,43145,244377,244377,0,59520,15,60949.0,1363.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,43145,0,60949,0,99998,0,99998,105493969937,98635,104019611816,59520,119582544,0,0,244377,59520,15,1363,162146,21267,0,66,66,149,0,203817,0,372042064,16014845,0,203817,203817,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,203817.0,4096.0,244377.0,0.0,59520.0,203817.0,43145.0,0.0,244377.0,0.0,203817.0,0.0,15.0,203817.0,136307928,203817,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12700000.0,31378095.0,25000000,12700188,205535,43759,205535,43759,246179,246179,0,59937,17,61433.0,1377.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,43759,0,61433,0,101096,0,101096,106645199687,99719,105156729788,59937,120610242,0,0,246179,59937,17,1377,163257,21472,0,119,119,149,0,205535,0,375119256,16143260,0,205535,205535,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,205535.0,4096.0,246179.0,0.0,59937.0,205535.0,43759.0,0.0,246179.0,0.0,205535.0,0.0,17.0,205535.0,137450696,205535,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12800000.0,31648697.0,25000000,12800255,207208,44210,207208,44210,248159,248159,0,60409,20,61964.0,1395.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,44210,0,61964,0,102078,0,102078,107597593891,100683,106091968954,60409,121633726,0,0,248159,60409,20,1395,164487,21688,0,160,160,163,0,207208,0,378167192,16274054,0,207208,207208,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,207208.0,4096.0,248159.0,0.0,60409.0,207208.0,44210.0,0.0,248159.0,0.0,207208.0,0.0,20.0,207208.0,138568936,207208,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,12900000.0,31925432.0,25000000,12900253,208920,44750,208920,44750,249981,249981,0,60852,20,62433.0,1412.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,44750,0,62433,0,103087,0,103087,108611218720,101675,107091149234,60852,122209111,2,1,249981,60852,20,1412,165666,21859,3,169,172,179,0,208920,0,381239632,16402691,0,208920,208920,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,208920.0,4096.0,249981.0,0.0,60852.0,208920.0,44750.0,0.0,249981.0,0.0,208920.0,0.0,20.0,208920.0,139708344,208920,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13000000.0,32170985.0,25000000,13000254,210533,45086,210533,45086,251917,251917,0,61323,20,62919.0,1448.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,45086,0,62919,0,103909,0,103909,109446326661,102461,107893129566,61323,122727052,0,0,251917,61323,20,1448,166949,22029,0,148,148,179,0,210533,0,384184416,16529483,0,210533,210533,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,210533.0,4096.0,251917.0,0.0,61323.0,210533.0,45086.0,0.0,251917.0,0.0,210533.0,0.0,20.0,210533.0,140787128,210533,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13100000.0,32413889.0,25000000,13100253,212132,45414,212132,45414,253837,253837,0,61794,20,63396.0,1488.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,45414,0,63396,0,104714,0,104714,110275896951,103226,108678472111,61794,123564780,0,0,253837,61794,20,1488,168229,22192,0,114,114,179,0,212132,0,387103824,16655195,0,212132,212132,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,212132.0,4096.0,253837.0,0.0,61794.0,212132.0,45414.0,0.0,253837.0,0.0,212132.0,0.0,20.0,212132.0,141856568,212132,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13200000.0,32658419.0,25000000,13200253,213732,45743,213732,45743,255753,255753,0,62268,20,63876.0,1540.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,45743,0,63876,0,105523,0,105523,111132852302,103983,109480214435,62268,124564120,0,0,255753,62268,20,1540,169501,22356,0,68,68,179,0,213732,0,390023872,16780853,0,213732,213732,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,213732.0,4096.0,255753.0,0.0,62268.0,213732.0,45743.0,0.0,255753.0,0.0,213732.0,0.0,20.0,213732.0,142926552,213732,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13300000.0,32947509.0,25000000,13300254,215408,46291,215408,46291,257639,257639,0,62715,25,64406.0,1569.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,46291,0,64406,0,106601,0,106601,112187012602,105032,110500536195,62715,127145098,0,0,257639,62715,25,1569,170628,22580,0,122,122,179,0,215408,0,393055032,16909394,0,215408,215408,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,215408.0,4096.0,257639.0,0.0,62715.0,215408.0,46291.0,0.0,257639.0,0.0,215408.0,0.0,25.0,215408.0,144044456,215408,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13400000.0,33189557.0,25000000,13400255,217005,46621,217006,46622,259559,259559,0,63185,25,64884.0,1580.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,46621,0,64884,0,107409,0,107409,113009296121,105829,111312916619,63185,127945865,0,1,259559,63185,25,1580,171905,22745,0,119,119,179,0,217006,0,395972888,17035058,0,217006,217006,0.0,0,1,2,59,0.0,0,0,0,59,7632,8,0,0,96,5664,6144,1344,56,512,32,896,768,56,48,217006.0,4096.0,259559.0,0.0,63185.0,217006.0,46621.0,0.0,259559.0,0.0,217005.0,0.0,25.0,217006.0,145113256,217006,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13500000.0,33528593.0,25000000,13500255,218952,47426,218952,47426,261893,261893,0,63981,25,65834.0,1630.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,47426,2,65834,0,109166,0,109166,114911794256,107536,113146745041,63981,261098641,0,0,261893,63981,25,1630,172857,23177,0,223,223,226,0,218952,0,399525272,17187988,0,218952,218952,0.0,0,1,2,64,29.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,218952.0,4096.0,261893.0,0.0,63981.0,218952.0,47426.0,0.0,261893.0,0.0,218952.0,0.0,25.0,218952.0,146414712,218952,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13600000.0,33774410.0,25000000,13600255,220557,47776,220557,47776,263817,263817,0,64440,25,66307.0,1657.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,47776,2,66307,0,109989,0,109989,118135700898,108332,116281927783,64440,261574676,0,0,263817,64440,25,1657,174133,23352,0,210,210,226,0,220557,0,402454904,17314090,0,220557,220557,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,220557.0,4096.0,263817.0,0.0,64440.0,220557.0,47776.0,0.0,263817.0,0.0,220557.0,0.0,25.0,220557.0,147488088,220557,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13700000.0,34019491.0,25000000,13700255,222166,48119,222166,48119,265755,265755,0,64901,25,66780.0,1691.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,48119,2,66780,0,110805,0,110805,122654605474,109114,120737617751,64901,262369517,0,0,265755,64901,25,1691,175421,23529,0,188,188,226,0,222166,0,405393936,17440741,0,222166,222166,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,222166.0,4096.0,265755.0,0.0,64901.0,222166.0,48119.0,0.0,265755.0,0.0,222166.0,0.0,25.0,222166.0,148564360,222166,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13800000.0,34280048.0,25000000,13800254,223783,48498,223783,48498,267669,267669,0,65361,25,67270.0,1740.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,48498,2,67270,0,111674,0,111674,128992238022,109934,127001516560,65361,264160044,0,0,267669,65361,25,1740,176664,23710,0,169,169,226,0,223783,0,408339912,17567164,0,223783,223783,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,223783.0,4096.0,267669.0,0.0,65361.0,223783.0,48498.0,0.0,267669.0,0.0,223783.0,0.0,25.0,223783.0,149645176,223783,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,13900000.0,34523005.0,25000000,13900253,225380,48814,225380,48814,269595,269595,0,65838,25,67749.0,1787.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,48814,2,67749,0,112469,0,112469,133658360453,110682,131622660533,65838,265040691,0,0,269595,65838,25,1787,177952,23869,0,124,124,226,0,225380,0,411257584,17692933,0,225380,225380,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,225380.0,4096.0,269595.0,0.0,65838.0,225380.0,48814.0,0.0,269595.0,0.0,225380.0,0.0,25.0,225380.0,150713480,225380,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,14000000.0,34772118.0,25000000,14000255,227011,49161,227011,49161,271561,271561,0,66308,25,68240.0,1832.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,49161,2,68240,0,113307,0,113307,136863815236,111475,134765278225,66308,266531170,0,1,271561,66308,25,1832,179248,24047,1,100,101,226,0,227011,0,414237144,17821354,0,227011,227011,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,227011.0,4096.0,271561.0,0.0,66308.0,227011.0,49161.0,0.0,271561.0,0.0,227011.0,0.0,25.0,227011.0,151804504,227011,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,14100000.0,35016075.0,25000000,14100255,228609,49486,228609,49486,273491,273491,0,66782,25,68725.0,1867.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,49486,2,68725,0,114117,0,114117,138003485786,112250,135864880899,66782,267868031,0,0,273491,66782,25,1867,180528,24213,0,76,76,226,0,228609,0,417157280,17947273,0,228609,228609,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,228609.0,4096.0,273491.0,0.0,66782.0,228609.0,49486.0,0.0,273491.0,0.0,228609.0,0.0,25.0,228609.0,152873544,228609,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,14200000.0,35268766.0,25000000,14200253,230196,49838,230196,49838,275403,275403,0,67253,25,69219.0,1879.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,49838,2,69219,0,114963,0,114963,138924334056,113084,136774544126,67253,270081251,2,0,275403,67253,25,1879,181768,24389,2,87,89,226,0,230196,0,420056240,18072205,0,230196,230196,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,230196.0,4096.0,275403.0,0.0,67253.0,230196.0,49838.0,0.0,275403.0,0.0,230196.0,0.0,25.0,230196.0,153935112,230196,2
cold_frozen_i1m_h8_s7_state64_mac0,frozen,cold,final,8,7,i1m,64,0,25000000,25000000,25000000,snapshot,False,14300000.0,35513416.0,25000000,14300255,231824,50177,231824,50177,277371,277371,0,67725,25,69710.0,1887.0,0.0,512.0,8.0,64,4096,262144,4096.0,4096,50177,2,69710,0,115793,0,115793,139768062298,113906,137610717212,67725,271245428,0,1,277371,67725,25,1887,183073,24562,1,98,99,226,0,231824,0,423031600,18200533,0,231824,231824,0.0,0,1,2,64,30.0,0,0,0,64,7632,8,0,0,96,6144,6144,1344,56,512,32,896,768,56,48,231824.0,4096.0,277371.0,0.0,67725.0,231824.0,50177.0,0.0,277371.0,0.0,231824.0,0.0,25.0,231824.0,155024264,231824,2
